trip,similar
 Ristorante Pizzeria Al Vesuvio,"[{'score': 80, 'google': 'Risorante Pizzeria Aselli', 'formatted_google': 'risorantepizzeriaaselli'}, {'score': 83, 'google': 'Ristorante Al Vesuvio', 'formatted_google': 'ristorantealvesuvio'}, {'score': 86, 'google': 'Ristorante Pizzeria Al Desiderio', 'formatted_google': 'ristorantepizzeriaaldesiderio'}, {'score': 82, 'google': 'Ristorante Pizzeria Amadeo', 'formatted_google': 'ristorantepizzeriaamadeo'}, {'score': 82, 'google': 'Ristorante Pizzeria Aurora', 'formatted_google': 'ristorantepizzeriaaurora'}, {'score': 82, 'google': 'Ristorante Pizzeria Da Viky', 'formatted_google': 'ristorantepizzeriadaviky'}, {'score': 83, 'google': 'Ristorante Pizzeria Del Vento', 'formatted_google': 'ristorantepizzeriadelvento'}, {'score': 80, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 83, 'google': 'Ristorante Pizzeria Papavero', 'formatted_google': 'ristorantepizzeriapapavero'}, {'score': 81, 'google': 'Ristorante Pizzeria Sunrise', 'formatted_google': 'ristorantepizzeriasunrise'}, {'score': 81, 'google': 'Ristorante Pizzeria al Parco', 'formatted_google': 'ristorantepizzeriaalparco'}, {'score': 80, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 80, 'google': 'Ristorante pizzeria Al Portello', 'formatted_google': 'ristorantepizzeriaalportello'}]"
 Ristorante Pizzeria Al Portico Piazza Ovidio,[]
 Ristorante Pizzeria Amici Come Noi,"[{'score': 81, 'google': 'Ristorante Pizzeria Capriccio', 'formatted_google': 'ristorantepizzeriacapriccio'}, {'score': 81, 'google': 'Ristorante Pizzeria Cicciobello', 'formatted_google': 'ristorantepizzeriacicciobello'}, {'score': 80, 'google': 'Ristorante Pizzeria Da Marco', 'formatted_google': 'ristorantepizzeriadamarco'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Piccolo Mondo', 'formatted_google': 'ristorantepizzeriailpiccolomondo'}]"
 Ristorante Pizzeria Antica Marina Milano,"[{'score': 81, 'google': 'Ristorante Pizzeria Antica Partenope', 'formatted_google': 'ristorantepizzeriaanticapartenope'}, {'score': 81, 'google': 'Ristorante Pizzeria Santa Maria s.n.c.', 'formatted_google': 'ristorantepizzeriasantamariasnc'}]"
 Ristorante Pizzeria Calafuria,"[{'score': 80, 'google': 'Risorante Pizzeria Aselli', 'formatted_google': 'risorantepizzeriaaselli'}, {'score': 80, 'google': 'Ristorante & Pizzeria Bellavista', 'formatted_google': 'ristorantepizzeriabellavista'}, {'score': 86, 'google': 'Ristorante Pizzeria Aurora', 'formatted_google': 'ristorantepizzeriaaurora'}, {'score': 81, 'google': 'Ristorante Pizzeria Capriccio', 'formatted_google': 'ristorantepizzeriacapriccio'}, {'score': 82, 'google': 'Ristorante Pizzeria Grisea', 'formatted_google': 'ristorantepizzeriagrisea'}, {'score': 84, 'google': 'Ristorante Pizzeria Il Calamaro', 'formatted_google': 'ristorantepizzeriailcalamaro'}, {'score': 84, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 81, 'google': ""Ristorante Pizzeria L'Aquilone"", 'formatted_google': 'ristorantepizzerialaquilone'}, {'score': 81, 'google': 'Ristorante Pizzeria La Darsena', 'formatted_google': 'ristorantepizzerialadarsena'}, {'score': 85, 'google': 'Ristorante Pizzeria La Primula', 'formatted_google': 'ristorantepizzerialaprimula'}, {'score': 81, 'google': 'Ristorante Pizzeria La Ragazza', 'formatted_google': 'ristorantepizzerialaragazza'}, {'score': 81, 'google': 'Ristorante Pizzeria Laguna Blu', 'formatted_google': 'ristorantepizzerialagunablu'}, {'score': 81, 'google': 'Ristorante Pizzeria Sunrise', 'formatted_google': 'ristorantepizzeriasunrise'}, {'score': 85, 'google': 'Ristorante Pizzeria al Parco', 'formatted_google': 'ristorantepizzeriaalparco'}, {'score': 80, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 80, 'google': 'Ristorante pizzeria cacciatore', 'formatted_google': 'ristorantepizzeriacacciatore'}, {'score': 83, 'google': 'Ristorante pizzeria italiana', 'formatted_google': 'ristorantepizzeriaitaliana'}]"
 Ristorante Pizzeria Bollicine,"[{'score': 80, 'google': 'Risorante Pizzeria Aselli', 'formatted_google': 'risorantepizzeriaaselli'}, {'score': 80, 'google': 'Ristorante & Pizzeria Bellavista', 'formatted_google': 'ristorantepizzeriabellavista'}, {'score': 81, 'google': 'Ristorante Pizzeria Agrodolce', 'formatted_google': 'ristorantepizzeriaagrodolce'}, {'score': 80, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 81, 'google': 'Ristorante pizzeria New Life', 'formatted_google': 'ristorantepizzerianewlife'}, {'score': 84, 'google': 'Ristorante-Pizzeria ""Il Principe""', 'formatted_google': 'ristorantepizzeriailprincipe'}]"
 Ristorante Pizzeria Cavallo Volante,"[{'score': 100, 'google': 'Ristorante Pizzeria Cavallo Volante', 'formatted_google': 'ristorantepizzeriacavallovolante'}]"
 Ristorante Pizzeria Cicciobello,"[{'score': 100, 'google': 'Ristorante Pizzeria Cicciobello', 'formatted_google': 'ristorantepizzeriacicciobello'}]"
 Ristorante Pizzeria Cecco,"[{'score': 80, 'google': 'Pino |Ristorante Pizzeria', 'formatted_google': 'pinoristorantepizzeria'}, {'score': 80, 'google': 'Ristorante Al 27 Pizzeria', 'formatted_google': 'ristoranteal27pizzeria'}, {'score': 80, 'google': 'Ristorante Pizzeria Agrodolce', 'formatted_google': 'ristorantepizzeriaagrodolce'}, {'score': 85, 'google': 'Ristorante Pizzeria Amadeo', 'formatted_google': 'ristorantepizzeriaamadeo'}, {'score': 81, 'google': 'Ristorante Pizzeria Aurora', 'formatted_google': 'ristorantepizzeriaaurora'}, {'score': 88, 'google': 'Ristorante Pizzeria Capriccio', 'formatted_google': 'ristorantepizzeriacapriccio'}, {'score': 85, 'google': 'Ristorante Pizzeria Cicciobello', 'formatted_google': 'ristorantepizzeriacicciobello'}, {'score': 80, 'google': 'Ristorante Pizzeria Convivium', 'formatted_google': 'ristorantepizzeriaconvivium'}, {'score': 83, 'google': 'Ristorante Pizzeria Da Marco', 'formatted_google': 'ristorantepizzeriadamarco'}, {'score': 82, 'google': 'Ristorante Pizzeria Del Drago', 'formatted_google': 'ristorantepizzeriadeldrago'}, {'score': 82, 'google': 'Ristorante Pizzeria Del Vento', 'formatted_google': 'ristorantepizzeriadelvento'}, {'score': 85, 'google': 'Ristorante Pizzeria Ebramo', 'formatted_google': 'ristorantepizzeriaebramo'}, {'score': 81, 'google': 'Ristorante Pizzeria Garden', 'formatted_google': 'ristorantepizzeriagarden'}, {'score': 81, 'google': 'Ristorante Pizzeria Grisea', 'formatted_google': 'ristorantepizzeriagrisea'}, {'score': 83, 'google': 'Ristorante Pizzeria Hobby', 'formatted_google': 'ristorantepizzeriahobby'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Faro', 'formatted_google': 'ristorantepizzeriailfaro'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Mago', 'formatted_google': 'ristorantepizzeriailmago'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Moro', 'formatted_google': 'ristorantepizzeriailmoro'}, {'score': 83, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 80, 'google': 'Ristorante Pizzeria Lepontina', 'formatted_google': 'ristorantepizzerialepontina'}, {'score': 82, 'google': 'Ristorante Pizzeria Papavero', 'formatted_google': 'ristorantepizzeriapapavero'}, {'score': 82, 'google': 'Ristorante Pizzeria San Marco', 'formatted_google': 'ristorantepizzeriasanmarco'}, {'score': 83, 'google': 'Ristorante Pizzeria al Parco', 'formatted_google': 'ristorantepizzeriaalparco'}, {'score': 88, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 82, 'google': 'Ristorante pizzeria I Tre Cuochi', 'formatted_google': 'ristorantepizzeriaitrecuochi'}, {'score': 86, 'google': 'Ristorante pizzeria cacciatore', 'formatted_google': 'ristorantepizzeriacacciatore'}, {'score': 82, 'google': 'Ristorante, Pizzeria e non solo...', 'formatted_google': 'ristorantepizzeriaenonsolo'}]"
 Ristorante Pizzeria Convivium,"[{'score': 100, 'google': 'Ristorante Pizzeria Convivium', 'formatted_google': 'ristorantepizzeriaconvivium'}]"
 Ristorante Pizzeria Da Marco,"[{'score': 100, 'google': 'Ristorante Pizzeria Da Marco', 'formatted_google': 'ristorantepizzeriadamarco'}]"
 Ristorante Pizzeria Cinque Stelle,[]
 Ristorante Pizzeria Del Drago,"[{'score': 100, 'google': 'Ristorante Pizzeria Del Drago', 'formatted_google': 'ristorantepizzeriadeldrago'}]"
 Ristorante Pizzeria Ebramo,"[{'score': 100, 'google': 'Ristorante Pizzeria Ebramo', 'formatted_google': 'ristorantepizzeriaebramo'}]"
 Ristorante Pizzeria Dinky,"[{'score': 80, 'google': 'Pino |Ristorante Pizzeria', 'formatted_google': 'pinoristorantepizzeria'}, {'score': 80, 'google': 'Ristorante Al 27 Pizzeria', 'formatted_google': 'ristoranteal27pizzeria'}, {'score': 81, 'google': 'Ristorante Pizzeria Amadeo', 'formatted_google': 'ristorantepizzeriaamadeo'}, {'score': 94, 'google': 'Ristorante Pizzeria Da Viky', 'formatted_google': 'ristorantepizzeriadaviky'}, {'score': 82, 'google': 'Ristorante Pizzeria Del Vento', 'formatted_google': 'ristorantepizzeriadelvento'}, {'score': 85, 'google': 'Ristorante Pizzeria Garden', 'formatted_google': 'ristorantepizzeriagarden'}, {'score': 81, 'google': 'Ristorante Pizzeria Grisea', 'formatted_google': 'ristorantepizzeriagrisea'}, {'score': 83, 'google': 'Ristorante Pizzeria Hobby', 'formatted_google': 'ristorantepizzeriahobby'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Faro', 'formatted_google': 'ristorantepizzeriailfaro'}, {'score': 80, 'google': 'Ristorante Pizzeria Il Kaimano', 'formatted_google': 'ristorantepizzeriailkaimano'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Mago', 'formatted_google': 'ristorantepizzeriailmago'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Moro', 'formatted_google': 'ristorantepizzeriailmoro'}, {'score': 80, 'google': ""Ristorante Pizzeria L'Aquilone"", 'formatted_google': 'ristorantepizzerialaquilone'}, {'score': 80, 'google': 'Ristorante Pizzeria La Darsena', 'formatted_google': 'ristorantepizzerialadarsena'}, {'score': 80, 'google': 'Ristorante Pizzeria Lepontina', 'formatted_google': 'ristorantepizzerialepontina'}, {'score': 88, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 82, 'google': 'Ristorante pizzeria italiana', 'formatted_google': 'ristorantepizzeriaitaliana'}]"
 Ristorante Pizzeria Garden,"[{'score': 100, 'google': 'Ristorante Pizzeria Garden', 'formatted_google': 'ristorantepizzeriagarden'}]"
 Ristorante Pizzeria Excalibur,"[{'score': 80, 'google': 'Risorante Pizzeria Aselli', 'formatted_google': 'risorantepizzeriaaselli'}, {'score': 82, 'google': 'Ristorante Pizzeria Aurora', 'formatted_google': 'ristorantepizzeriaaurora'}, {'score': 80, 'google': 'Ristorante Pizzeria Il Calamaro', 'formatted_google': 'ristorantepizzeriailcalamaro'}, {'score': 80, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 81, 'google': 'Ristorante Pizzeria al Parco', 'formatted_google': 'ristorantepizzeriaalparco'}, {'score': 80, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 81, 'google': 'Ristorante pizzeria New Life', 'formatted_google': 'ristorantepizzerianewlife'}, {'score': 80, 'google': 'Ristorante pizzeria cacciatore', 'formatted_google': 'ristorantepizzeriacacciatore'}]"
 Ristorante Pizzeria Dogana,"[{'score': 83, 'google': 'Ristorante Pizzeria Amadeo', 'formatted_google': 'ristorantepizzeriaamadeo'}, {'score': 82, 'google': 'Ristorante Pizzeria Andromeda', 'formatted_google': 'ristorantepizzeriaandromeda'}, {'score': 83, 'google': 'Ristorante Pizzeria Aurora', 'formatted_google': 'ristorantepizzeriaaurora'}, {'score': 82, 'google': 'Ristorante Pizzeria Da Marco', 'formatted_google': 'ristorantepizzeriadamarco'}, {'score': 83, 'google': 'Ristorante Pizzeria Da Viky', 'formatted_google': 'ristorantepizzeriadaviky'}, {'score': 80, 'google': 'Ristorante Pizzeria Del Drago', 'formatted_google': 'ristorantepizzeriadeldrago'}, {'score': 80, 'google': 'Ristorante Pizzeria Del Vento', 'formatted_google': 'ristorantepizzeriadelvento'}, {'score': 82, 'google': 'Ristorante Pizzeria Foppa 16', 'formatted_google': 'ristorantepizzeriafoppa16'}, {'score': 88, 'google': 'Ristorante Pizzeria Garden', 'formatted_google': 'ristorantepizzeriagarden'}, {'score': 82, 'google': 'Ristorante Pizzeria Gioia 53', 'formatted_google': 'ristorantepizzeriagioia53'}, {'score': 83, 'google': 'Ristorante Pizzeria Grisea', 'formatted_google': 'ristorantepizzeriagrisea'}, {'score': 81, 'google': 'Ristorante Pizzeria Hobby', 'formatted_google': 'ristorantepizzeriahobby'}, {'score': 81, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 86, 'google': 'Ristorante Pizzeria La Darsena', 'formatted_google': 'ristorantepizzerialadarsena'}, {'score': 82, 'google': 'Ristorante Pizzeria La Ragazza', 'formatted_google': 'ristorantepizzerialaragazza'}, {'score': 82, 'google': 'Ristorante Pizzeria Laguna Blu', 'formatted_google': 'ristorantepizzerialagunablu'}, {'score': 82, 'google': 'Ristorante Pizzeria Lepontina', 'formatted_google': 'ristorantepizzerialepontina'}, {'score': 81, 'google': 'Ristorante Pizzeria Melabianca', 'formatted_google': 'ristorantepizzeriamelabianca'}, {'score': 84, 'google': 'Ristorante Pizzeria San Marco', 'formatted_google': 'ristorantepizzeriasanmarco'}, {'score': 82, 'google': 'Ristorante Pizzeria Santander', 'formatted_google': 'ristorantepizzeriasantander'}, {'score': 86, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 84, 'google': 'Ristorante pizzeria italiana', 'formatted_google': 'ristorantepizzeriaitaliana'}, {'score': 80, 'google': 'Ristorante, Pizzeria e non solo...', 'formatted_google': 'ristorantepizzeriaenonsolo'}]"
 Ristorante Pizzeria Hobby,"[{'score': 100, 'google': 'Ristorante Pizzeria Hobby', 'formatted_google': 'ristorantepizzeriahobby'}]"
 Ristorante Pizzeria Gioia 53,"[{'score': 100, 'google': 'Ristorante Pizzeria Gioia 53', 'formatted_google': 'ristorantepizzeriagioia53'}]"
 Ristorante Pizzeria Il Faro,"[{'score': 100, 'google': 'Ristorante Pizzeria Il Faro', 'formatted_google': 'ristorantepizzeriailfaro'}]"
 Ristorante Pizzeria I Gemelli Diversi,[]
 Ristorante Pizzeria Il Molo,"[{'score': 82, 'google': 'Ristorante Pizzeria ""Il Piccolo Borgo""', 'formatted_google': 'ristorantepizzeriailpiccoloborgo'}, {'score': 83, 'google': 'Ristorante Pizzeria Amadeo', 'formatted_google': 'ristorantepizzeriaamadeo'}, {'score': 84, 'google': 'Ristorante Pizzeria Bar Grill', 'formatted_google': 'ristorantepizzeriabargrill'}, {'score': 88, 'google': 'Ristorante Pizzeria Bar Il Golfo', 'formatted_google': 'ristorantepizzeriabarilgolfo'}, {'score': 83, 'google': 'Ristorante Pizzeria Cicciobello', 'formatted_google': 'ristorantepizzeriacicciobello'}, {'score': 82, 'google': 'Ristorante Pizzeria Da Marco', 'formatted_google': 'ristorantepizzeriadamarco'}, {'score': 80, 'google': 'Ristorante Pizzeria Del Drago', 'formatted_google': 'ristorantepizzeriadeldrago'}, {'score': 80, 'google': 'Ristorante Pizzeria Del Vento', 'formatted_google': 'ristorantepizzeriadelvento'}, {'score': 83, 'google': 'Ristorante Pizzeria Ebramo', 'formatted_google': 'ristorantepizzeriaebramo'}, {'score': 82, 'google': 'Ristorante Pizzeria Gioia 53', 'formatted_google': 'ristorantepizzeriagioia53'}, {'score': 81, 'google': 'Ristorante Pizzeria Hobby', 'formatted_google': 'ristorantepizzeriahobby'}, {'score': 85, 'google': 'Ristorante Pizzeria Il Calamaro', 'formatted_google': 'ristorantepizzeriailcalamaro'}, {'score': 80, 'google': 'Ristorante Pizzeria Il Covo di Giove', 'formatted_google': 'ristorantepizzeriailcovodigiove'}, {'score': 88, 'google': 'Ristorante Pizzeria Il Faro', 'formatted_google': 'ristorantepizzeriailfaro'}, {'score': 86, 'google': 'Ristorante Pizzeria Il Kaimano', 'formatted_google': 'ristorantepizzeriailkaimano'}, {'score': 92, 'google': 'Ristorante Pizzeria Il Mago', 'formatted_google': 'ristorantepizzeriailmago'}, {'score': 96, 'google': 'Ristorante Pizzeria Il Moro', 'formatted_google': 'ristorantepizzeriailmoro'}, {'score': 94, 'google': 'Ristorante Pizzeria Il Moro 2', 'formatted_google': 'ristorantepizzeriailmoro2'}, {'score': 82, 'google': 'Ristorante Pizzeria Il Piccolo Mondo', 'formatted_google': 'ristorantepizzeriailpiccolomondo'}, {'score': 85, 'google': 'Ristorante Pizzeria Il Pomodorino', 'formatted_google': 'ristorantepizzeriailpomodorino'}, {'score': 85, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 82, 'google': ""Ristorante Pizzeria L'Aquilone"", 'formatted_google': 'ristorantepizzerialaquilone'}, {'score': 84, 'google': 'Ristorante Pizzeria Mar Rosso', 'formatted_google': 'ristorantepizzeriamarrosso'}, {'score': 81, 'google': 'Ristorante Pizzeria Metropolis', 'formatted_google': 'ristorantepizzeriametropolis'}, {'score': 80, 'google': 'Ristorante Pizzeria San Marco', 'formatted_google': 'ristorantepizzeriasanmarco'}, {'score': 82, 'google': 'Ristorante Pizzeria al Parco', 'formatted_google': 'ristorantepizzeriaalparco'}, {'score': 86, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 85, 'google': 'Ristorante pizzeria Al Portello', 'formatted_google': 'ristorantepizzeriaalportello'}, {'score': 80, 'google': 'Ristorante pizzeria italiana', 'formatted_google': 'ristorantepizzeriaitaliana'}, {'score': 84, 'google': 'Ristorante, Pizzeria e non solo...', 'formatted_google': 'ristorantepizzeriaenonsolo'}]"
 Ristorante Pizzeria Il Gabbiano,"[{'score': 81, 'google': 'Ristorante Pizzeria Amadeo', 'formatted_google': 'ristorantepizzeriaamadeo'}, {'score': 81, 'google': 'Ristorante Pizzeria Garden', 'formatted_google': 'ristorantepizzeriagarden'}, {'score': 82, 'google': 'Ristorante Pizzeria Il Calamaro', 'formatted_google': 'ristorantepizzeriailcalamaro'}, {'score': 85, 'google': 'Ristorante Pizzeria Il Faro', 'formatted_google': 'ristorantepizzeriailfaro'}, {'score': 91, 'google': 'Ristorante Pizzeria Il Kaimano', 'formatted_google': 'ristorantepizzeriailkaimano'}, {'score': 85, 'google': 'Ristorante Pizzeria Il Mago', 'formatted_google': 'ristorantepizzeriailmago'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Moro', 'formatted_google': 'ristorantepizzeriailmoro'}, {'score': 82, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 80, 'google': 'Ristorante Pizzeria La Darsena', 'formatted_google': 'ristorantepizzerialadarsena'}, {'score': 80, 'google': 'Ristorante Pizzeria La Ragazza', 'formatted_google': 'ristorantepizzerialaragazza'}, {'score': 80, 'google': 'Ristorante Pizzeria Laguna Blu', 'formatted_google': 'ristorantepizzerialagunablu'}, {'score': 86, 'google': 'Ristorante Pizzeria Melabianca', 'formatted_google': 'ristorantepizzeriamelabianca'}, {'score': 85, 'google': 'Ristorante pizzeria italiana', 'formatted_google': 'ristorantepizzeriaitaliana'}]"
 Ristorante Pizzeria L'Angelo Azzurro,"[{'score': 84, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 80, 'google': 'Ristorante Pizzeria La Carrozza', 'formatted_google': 'ristorantepizzerialacarrozza'}, {'score': 81, 'google': 'Ristorante Pizzeria La Ragazza', 'formatted_google': 'ristorantepizzerialaragazza'}]"
 Ristorante Pizzeria L'Atmosfera,"[{'score': 81, 'google': 'Ristorante Pizzeria Amadeo', 'formatted_google': 'ristorantepizzeriaamadeo'}, {'score': 80, 'google': 'Ristorante Pizzeria Andromeda', 'formatted_google': 'ristorantepizzeriaandromeda'}, {'score': 85, 'google': 'Ristorante Pizzeria Aurora', 'formatted_google': 'ristorantepizzeriaaurora'}, {'score': 81, 'google': 'Ristorante Pizzeria Ebramo', 'formatted_google': 'ristorantepizzeriaebramo'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Faro', 'formatted_google': 'ristorantepizzeriailfaro'}, {'score': 80, 'google': 'Ristorante Pizzeria Il Kaimano', 'formatted_google': 'ristorantepizzeriailkaimano'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Mago', 'formatted_google': 'ristorantepizzeriailmago'}, {'score': 85, 'google': 'Ristorante Pizzeria Il Moro', 'formatted_google': 'ristorantepizzeriailmoro'}, {'score': 83, 'google': 'Ristorante Pizzeria Il Moro 2', 'formatted_google': 'ristorantepizzeriailmoro2'}, {'score': 86, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 80, 'google': ""Ristorante Pizzeria L'Aquilone"", 'formatted_google': 'ristorantepizzerialaquilone'}, {'score': 84, 'google': 'Ristorante Pizzeria La Darsena', 'formatted_google': 'ristorantepizzerialadarsena'}, {'score': 81, 'google': 'Ristorante Pizzeria La Martesana', 'formatted_google': 'ristorantepizzerialamartesana'}, {'score': 80, 'google': 'Ristorante Pizzeria La Primula', 'formatted_google': 'ristorantepizzerialaprimula'}, {'score': 80, 'google': 'Ristorante Pizzeria La Ragazza', 'formatted_google': 'ristorantepizzerialaragazza'}, {'score': 86, 'google': 'Ristorante Pizzeria Lo Smeraldo', 'formatted_google': 'ristorantepizzerialosmeraldo'}, {'score': 84, 'google': 'Ristorante Pizzeria Luna Rossa', 'formatted_google': 'ristorantepizzerialunarossa'}, {'score': 80, 'google': 'Ristorante Pizzeria Santander', 'formatted_google': 'ristorantepizzeriasantander'}, {'score': 83, 'google': 'Ristorante Pizzeria Trotter', 'formatted_google': 'ristorantepizzeriatrotter'}]"
 Ristorante Pizzeria L'Imperatore,"[{'score': 80, 'google': ""Ristorante L'Imperadore"", 'formatted_google': 'ristorantelimperadore'}, {'score': 80, 'google': 'Ristorante Pizzeria Del Drago', 'formatted_google': 'ristorantepizzeriadeldrago'}, {'score': 80, 'google': 'Ristorante Pizzeria Del Vento', 'formatted_google': 'ristorantepizzeriadelvento'}, {'score': 83, 'google': 'Ristorante Pizzeria Ebramo', 'formatted_google': 'ristorantepizzeriaebramo'}, {'score': 82, 'google': 'Ristorante Pizzeria Il Kaimano', 'formatted_google': 'ristorantepizzeriailkaimano'}, {'score': 83, 'google': 'Ristorante Pizzeria Il Mago', 'formatted_google': 'ristorantepizzeriailmago'}, {'score': 83, 'google': 'Ristorante Pizzeria Il Moro', 'formatted_google': 'ristorantepizzeriailmoro'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Moro 2', 'formatted_google': 'ristorantepizzeriailmoro2'}, {'score': 85, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 84, 'google': 'Ristorante Pizzeria Lo Smeraldo', 'formatted_google': 'ristorantepizzerialosmeraldo'}, {'score': 80, 'google': 'Ristorante Pizzeria Papavero', 'formatted_google': 'ristorantepizzeriapapavero'}, {'score': 81, 'google': 'Ristorante Pizzeria al Parco', 'formatted_google': 'ristorantepizzeriaalparco'}, {'score': 81, 'google': 'Ristorante pizzeria Al Portello', 'formatted_google': 'ristorantepizzeriaalportello'}, {'score': 84, 'google': 'Ristorante pizzeria cacciatore', 'formatted_google': 'ristorantepizzeriacacciatore'}]"
" Ristorante Pizzeria Il Veliero Viale Romagna, 59",[]
 Ristorante Pizzeria La Primula,"[{'score': 100, 'google': 'Ristorante Pizzeria La Primula', 'formatted_google': 'ristorantepizzerialaprimula'}]"
 Ristorante Pizzeria La Ragazza,"[{'score': 100, 'google': 'Ristorante Pizzeria La Ragazza', 'formatted_google': 'ristorantepizzerialaragazza'}]"
 Ristorante Pizzeria Lepontina,"[{'score': 100, 'google': 'Ristorante Pizzeria Lepontina', 'formatted_google': 'ristorantepizzerialepontina'}]"
 Ristorante Pizzeria Mar Rosso,"[{'score': 100, 'google': 'Ristorante Pizzeria Mar Rosso', 'formatted_google': 'ristorantepizzeriamarrosso'}]"
 Ristorante Pizzeria Lo Scoglio,"[{'score': 80, 'google': 'Risorante Pizzeria Aselli', 'formatted_google': 'risorantepizzeriaaselli'}, {'score': 81, 'google': 'Ristorante Pizzeria Gioia 53', 'formatted_google': 'ristorantepizzeriagioia53'}, {'score': 83, 'google': 'Ristorante Pizzeria Il Covo di Giove', 'formatted_google': 'ristorantepizzeriailcovodigiove'}, {'score': 82, 'google': 'Ristorante Pizzeria Il Moro', 'formatted_google': 'ristorantepizzeriailmoro'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Moro 2', 'formatted_google': 'ristorantepizzeriailmoro2'}, {'score': 81, 'google': 'Ristorante Pizzeria Il Pomodorino', 'formatted_google': 'ristorantepizzeriailpomodorino'}, {'score': 80, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 80, 'google': 'Ristorante Pizzeria Lo Smeraldo', 'formatted_google': 'ristorantepizzerialosmeraldo'}, {'score': 80, 'google': 'Ristorante Pizzeria Metropolis', 'formatted_google': 'ristorantepizzeriametropolis'}, {'score': 81, 'google': 'Ristorante Pizzeria al Parco', 'formatted_google': 'ristorantepizzeriaalparco'}, {'score': 80, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}]"
